,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,ChurnYes
5531,Female,66,Yes,Yes,Fiber optic,No,No,No,No,One year,Bank transfer (automatic),0.735323383,0.696757443,0
5532,Male,68,No,No phone service,DSL,Yes,Yes,No,No,One year,Mailed check,0.264179104,0.342124394,0
5533,Female,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.026368159,0.077377106,0
5534,Female,21,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.767661692,0.231513963,0
5535,Male,21,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,0.617910448,0.199446111,0
5536,Female,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.665174129,0.535327718,0
5537,Male,9,No,No phone service,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.163681592,0.031998615,1
5538,Male,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.96318408,0.922894069,0
5539,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.625373134,0.007189015,1
5540,Male,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.016915423,0.047853681,0
5541,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.022885572,0.000201939,1
5542,Female,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,Electronic check,0.879104478,0.739626125,1
5543,Female,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.675621891,0.676788599,0
5544,Female,14,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,0.602985075,0.118278329,0
5545,Male,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Electronic check,0.880597015,0.719374567,1
5546,Male,21,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.67960199,0.212145165,0
5547,Male,4,No,No phone service,DSL,Yes,Yes,Yes,No,Month-to-month,Mailed check,0.240298507,0.01472421,0
5548,Female,3,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.708457711,0.025576967,1
5549,Male,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.059701493,0.196786291,0
5550,Female,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.792537313,0.03421417,1
5551,Male,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.02238806,0.047397877,0
5552,Male,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.013432836,0.038927994,0
5553,Male,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.019900498,0.054171475,0
5554,Male,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Mailed check,0.372636816,0.00425802,1
5555,Female,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.023383085,0.14769213,0
5556,Female,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.015422886,0.156929379,0
5557,Male,13,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.612437811,0.110160397,1
5558,Female,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.61641791,0.042170552,0
5559,Female,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.976616915,0.983666051,0
5560,Female,13,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.133333333,0.042828294,0
5561,Male,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),0.755223881,0.659248788,0
5562,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.023880597,0.000213478,0
5563,Female,56,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),0.583084577,0.491224325,0
5564,Female,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.018905473,0.007581352,0
5565,Male,35,Yes,Yes,DSL,Yes,No,No,No,Two year,Mailed check,0.368159204,0.21985922,0
5566,Female,18,No,No phone service,DSL,No,No,No,No,Month-to-month,Electronic check,0.206965174,0.075126933,1
5567,Male,72,Yes,Yes,DSL,No,Yes,No,Yes,Two year,Bank transfer (automatic),0.635820896,0.665301177,0
5568,Female,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),0.843283582,0.59397646,0
5569,Female,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Credit card (automatic),0.764676617,0.466391646,0
5570,Female,3,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Mailed check,0.653233831,0.028686822,1
5571,Female,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.765174129,0.4054985,0
5572,Male,61,Yes,Yes,DSL,No,Yes,No,Yes,One year,Electronic check,0.612437811,0.564966536,0
5573,Male,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.562686567,0.611239326,0
5574,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.513432836,0.005890838,1
5575,Female,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.021890547,0.087329795,0
5576,Male,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),0.59800995,0.626257789,0
5577,Female,1,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.351243781,0.004009924,1
5578,Male,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,0.008457711,0.114124163,0
5579,Female,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.017412935,0.094016847,0
5580,Female,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.752736318,0.757010155,1
5581,Male,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.016915423,0.113743365,0
5582,Male,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,0.944278607,0.904361874,1
5583,Female,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.05721393,0.134346873,0
5584,Female,26,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.663681592,0.248205631,1
5585,Male,11,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.619402985,0.101327025,1
5586,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.010447761,5.77E-05,1
5587,Female,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.008955224,0.055683129,0
5588,Female,46,Yes,No,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),0.726865672,0.473984537,0
5589,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.312437811,0.003559889,1
5590,Female,46,Yes,No,DSL,No,No,Yes,No,Two year,Credit card (automatic),0.35920398,0.281715901,1
5591,Male,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.008955224,0.052942534,0
5592,Male,4,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.698507463,0.0406012,1
5593,Male,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.014925373,0.028496423,0
5594,Male,31,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.569651741,0.277596354,0
5595,Female,23,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.651741294,0.211302793,0
5596,Female,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.011442786,0.004875375,0
5597,Female,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.082089552,0.193832218,0
5598,Male,22,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),0.718905473,0.218301408,1
5599,Female,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.008955224,0.113004847,0
5600,Male,9,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Mailed check,0.762189055,0.100600046,1
5601,Male,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.514427861,0.058931456,1
5602,Female,35,No,No phone service,DSL,No,No,Yes,No,One year,Mailed check,0.225373134,0.157489038,0
5603,Male,6,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Mailed check,0.616915423,0.054765751,0
5604,Female,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),0.30199005,0.003438726,1
5605,Male,17,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.522885572,0.137110547,0
5606,Male,10,Yes,No,DSL,No,No,No,No,Month-to-month,Mailed check,0.417412935,0.062854835,0
5607,Male,15,Yes,No,DSL,No,No,Yes,No,One year,Credit card (automatic),0.367661692,0.097594046,0
5608,Female,40,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,Electronic check,0.373631841,0.241235864,1
5609,Female,13,Yes,No,DSL,Yes,No,Yes,No,One year,Bank transfer (automatic),0.35721393,0.07872721,0
5610,Male,29,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.615920398,0.25922571,1
5611,Female,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.569651741,0.023286407,1
5612,Female,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),0.817412935,0.661320102,0
5613,Female,45,Yes,No,DSL,Yes,Yes,Yes,No,One year,Credit card (automatic),0.44079602,0.320522733,0
5614,Female,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.519402985,0.593918763,0
5615,Male,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,Bank transfer (automatic),0.669154229,0.655181168,0
5616,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.019402985,0.000161551,1
5617,Female,38,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,0.360696517,0.237393261,0
5618,Male,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.024875622,0.002930995,0
5619,Male,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.020895522,0.022669051,0
5620,Female,20,Yes,No,Fiber optic,No,No,No,Yes,One year,Bank transfer (automatic),0.723880597,0.2124048,0
5621,Male,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),0.86119403,0.859831526,0
5622,Female,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.562189055,0.024313409,1
5623,Male,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,0.853731343,0.282864066,1
5624,Male,40,Yes,No,DSL,No,No,Yes,No,Month-to-month,Electronic check,0.326865672,0.239337641,0
5625,Male,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),0.711940299,0.647444034,0
5626,Female,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.022885572,0.052048234,0
5627,Female,11,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),0.455721393,0.082523656,0
5628,Male,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.56318408,0.053825294,0
5629,Female,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Electronic check,0.780099502,0.141437803,1
5630,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.017910448,0.000144242,1
5631,Female,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.847761194,0.458764136,1
5632,Male,3,No,No phone service,DSL,No,No,No,No,Month-to-month,Mailed check,0.067164179,0.006860143,0
5633,Male,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.02039801,0.128398338,0
5634,Male,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.080597015,0.019068775,0
5635,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.01641791,0.000126933,1
5636,Female,22,Yes,No,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.362686567,0.133850681,0
5637,Male,14,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.27960199,0.074878837,1
5638,Male,64,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),0.71641791,0.647397877,0
5639,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.016915423,0.000132703,1
5640,Male,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.023880597,0.010443111,0
5641,Male,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.610447761,0.007015924,1
5642,Male,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.071641791,0.108429495,0
5643,Female,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.012437811,0.044351489,0
5644,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.573631841,0.006588968,1
5645,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.576616915,0.006623586,1
5646,Male,64,Yes,Yes,DSL,Yes,No,No,No,One year,Credit card (automatic),0.476616915,0.504696515,0
5647,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.009950249,5.19E-05,1
5648,Female,46,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.505970149,0.363397184,0
5649,Female,28,No,No phone service,DSL,No,Yes,No,Yes,One year,Electronic check,0.207462687,0.124371105,0
5650,Female,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.017910448,0.075080775,0
5651,Male,39,Yes,No,DSL,Yes,Yes,No,No,One year,Electronic check,0.413432836,0.268295638,0
5652,Female,42,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.65721393,0.411908608,1
5653,Female,1,Yes,No,DSL,No,Yes,No,No,Month-to-month,Electronic check,0.30199005,0.003438726,0
5654,Female,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.604477612,0.058175629,1
5655,Male,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,Credit card (automatic),0.866666667,0.864654973,0
5656,Male,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.068159204,0.196884376,0
5657,Male,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.313432836,0.003571429,0
5658,Male,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.76119403,0.193064851,0
5659,Male,24,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.743781095,0.257240942,0
5660,Male,63,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),0.533830846,0.514701131,0
5661,Female,44,Yes,Yes,DSL,No,Yes,No,Yes,One year,Mailed check,0.590049751,0.398372952,0
5662,Male,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.015920398,0.005100392,0
5663,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.517412935,0.005936995,1
5664,Female,37,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.766169154,0.380261943,0
5665,Female,10,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.660199005,0.097709439,1
5666,Male,34,No,No phone service,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.067661692,0.096226633,0
5667,Male,35,No,No phone service,DSL,Yes,No,No,Yes,One year,Credit card (automatic),0.347263682,0.220643896,0
5668,Female,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.018905473,0.008377568,0
5669,Female,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.825870647,0.453536811,0
5670,Male,43,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Bank transfer (automatic),0.818905473,0.494484191,0
5671,Female,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.058208955,0.045130395,1
5672,Female,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.070149254,0.177255943,0
5673,Female,49,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,Electronic check,0.532835821,0.398482576,0
5674,Male,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.014427861,0.011423956,0
5675,Female,64,No,No phone service,DSL,No,Yes,Yes,Yes,Two year,Electronic check,0.314427861,0.368284099,0
5676,Male,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.510945274,0.021763213,0
5677,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.014925373,0.000109624,0
5678,Male,40,Yes,No,Fiber optic,No,Yes,No,No,One year,Electronic check,0.62238806,0.359329564,0
5679,Female,1,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,Electronic check,0.415422886,0.004754212,1
5680,Male,8,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.67960199,0.072795984,1
5681,Female,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.025870647,0.000236557,1
5682,Female,34,Yes,No,DSL,No,No,Yes,No,One year,Bank transfer (automatic),0.45721393,0.240883914,0
5683,Female,1,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.166666667,0.001869375,0
5684,Female,39,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.323383085,0.229933072,1
5685,Female,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),0.868159204,0.713904916,1
